id,authors,original_publication_year,title,mood_tag
2859,Tom Clancy,1994.0,"Debt of Honor (Jack Ryan Universe, #8)",thoughtful
2860,C.S. Lewis,1956.0,Till We Have Faces,thoughtful
2861,Anthony Horowitz,2001.0,"Point Blank (Alex Rider, #2)",thoughtful
2862,Dean Koontz,1986.0,Strangers,thoughtful
2863,Daniel Silva,2000.0,"The Kill Artist (Gabriel Allon, #1)",thoughtful
2864,Mo Willems,2004.0,"Knuffle Bunny: A Cautionary Tale (Knuffle Bunny, #1)",thoughtful
2865,Edward Gorey,1963.0,"The Gashlycrumb Tinies (The Vinegar Works, #1)",tense
2866,"Terry Pratchett, Stephen Baxter",2012.0,"The Long Earth (The Long Earth, #1)",thoughtful
2867,"Steven Pressfield, Robert McKee",2002.0,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,tense
2868,Abbi Glines,2004.0,"Existence (Existence Trilogy, #1)",thoughtful
2869,Raymond Carver,1981.0,What We Talk About When We Talk About Love,romantic
2870,Sarah Dessen,1996.0,That Summer,nostalgic
2871,Michael J. Sullivan,2011.0,"Theft of Swords (The Riyria Revelations, #1-2)",adventurous
2872,Diane Chamberlain,2013.0,"Necessary Lies (Necessary Lies, #1)",thoughtful
2873,"Larry Niven, Jerry Pournelle",1977.0,Lucifer's Hammer,thoughtful
2874,Nora Roberts,1996.0,Montana Sky,thoughtful
2875,"W. Somerset Maugham, Benjamin DeMott, Maeve Binchy",1915.0,Of Human Bondage,thoughtful
2876,Gayle Forman,2015.0,I Was Here,thoughtful
2877,"A.A. Milne, Ernest H. Shepard",1961.0,"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)",thoughtful
2878,Lisa Gardner,2004.0,"Alone (Detective D.D. Warren, #1)",mysterious
2879,Virginia Lee Burton,1938.0,Mike Mulligan and His Steam Shovel,thoughtful
2880,Veronica Roth,2013.0,"Divergent Series Complete Box Set (Divergent, #1-3)",thoughtful
2881,Terry Pratchett,2007.0,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",thoughtful
2882,Nora Roberts,2010.0,"Happy Ever After (Bride Quartet, #4)",romantic
2883,Jodi Picoult,1993.0,Harvesting the Heart,romantic
2884,Alexandra Bracken,2013.0,"Never Fade (The Darkest Minds, #2)",thoughtful
2885,"Vicki Myron, Bret Witter",2008.0,Dewey: The Small-Town Library Cat Who Touched the World,thoughtful
2886,Soman Chainani,2013.0,"The School for Good and Evil (The School for Good and Evil, #1)",thoughtful
2887,Kim Harrison,2007.0,"For a Few Demons More (The Hollows, #5)",dark
2888,Tana French,2014.0,"The Secret Place (Dublin Murder Squad, #5)",mysterious
2889,Brandon Sanderson,2009.0,"Mistborn Trilogy Boxed Set (Mistborn, #1-3)",thoughtful
2890,Jeffery Deaver,1998.0,"The Coffin Dancer (Lincoln Rhyme, #2)",thoughtful
2891,Gordon Korman,2010.0,"The Emperor's Code (The 39 Clues, #8)",mysterious
2892,"Margret Rey, H.A. Rey",1969.0,The Complete Adventures of Curious George,adventurous
2893,Michael Connelly,2011.0,"The Drop (Harry Bosch, #17; Harry Bosch Universe, #21)",thoughtful
2894,Naoko Takeuchi,1992.0,"Sailor Moon, #1 (Sailor Moon, #1)",thoughtful
2895,"Steven D. Levitt, Stephen J. Dubner",2014.0,Think Like a Freak,thoughtful
2896,"Raina Telgemeier, Gurihiru",2012.0,Drama,thoughtful
2897,Sarah Vowell,2005.0,Assassination Vacation,tense
2898,Roger Zelazny,1970.0,Nine Princes in Amber (The Chronicles of Amber #1),thoughtful
2899,Alice Hoffman,2014.0,The Museum of Extraordinary Things,thoughtful
2900,Orson Scott Card,2008.0,"Ender in Exile (Ender's Saga, #1.2)",thoughtful
2901,MaryJanice Davidson,2004.0,"Undead and Unwed (Undead, #1)",thoughtful
2902,Paulo Coelho,1996.0,The Fifth Mountain,thoughtful
2903,"Joseph Campbell, Bill Moyers",1988.0,The Power of Myth,thoughtful
2904,John Scalzi,2014.0,"Lock In (Lock In, #1)",thoughtful
2905,Jo Baker,2013.0,Longbourn,thoughtful
2906,"Cary Elwes, Joe Layden, Various, Rob Reiner",2014.0,As You Wish: Inconceivable Tales from the Making of The Princess Bride,romantic
2907,Peggy Rathmann,1994.0,"Good Night, Gorilla",dark
2908,Robyn Schneider,2013.0,The Beginning of Everything,thoughtful
2909,Jude Watson,2009.0,"In Too Deep (The 39 Clues, #6)",mysterious
2910,"Frank W. Abagnale, Stan Redding",1980.0,Catch Me If You Can: The True Story of a Real Fake,thoughtful
2911,Laurell K. Hamilton,2001.0,"Narcissus in Chains (Anita Blake, Vampire Hunter, #10)",dark
2912,Gary Zukav,1989.0,The Seat of the Soul,thoughtful
2913,J. Kenner,2013.0,"Claim Me (Stark Trilogy, #2)",thoughtful
2914,Marisha Pessl,2006.0,Special Topics in Calamity Physics,thoughtful
2915,Josh Malerman,2014.0,Bird Box,thoughtful
2916,Dan Wells,2012.0,"Partials (Partials Sequence, #1)",thoughtful
2917,Timothy Egan,2006.0,The Worst Hard Time: The Untold Story of Those Who Survived the Great American Dust Bowl,nostalgic
2918,Ellen Marie Wiseman,2013.0,What She Left Behind,thoughtful
2919,Sara Shepard,2008.0,"Wicked (Pretty Little Liars, #5)",thoughtful
2920,Vince Flynn,1999.0,"Transfer of Power (Mitch Rapp, #3)",thoughtful
2921,Sylvia Plath,1965.0,Ariel,thoughtful
2922,"Scott Snyder, Greg Capullo, Jonathan Glapion",2012.0,"Batman, Volume 1: The Court of Owls",thoughtful
2923,Christopher Moore,1992.0,"Practical Demonkeeping (Pine Cove, #1)",dark
2924,Raymond Khoury,2006.0,"The Last Templar (Templar, #1)",thoughtful
2925,Kathy Griffin,2009.0,Official Book Club Selection: A Memoir According to Kathy Griffin,poignant
2926,"Milan Kundera, Aaron Asher",1979.0,The Book of Laughter and Forgetting,thoughtful
2927,Nicholas Evans,1995.0,The Horse Whisperer,thoughtful
2928,Sherry Argov,2009.0,Why Men Love Bitches: From Doormat to Dreamgirlâ€”A Woman's Guide to Holding Her Own in a Relationship,romantic
2929,Sara Shepard,2010.0,"Wanted (Pretty Little Liars, #8)",thoughtful
2930,Kim Harrison,2008.0,"The Outlaw Demon Wails (The Hollows, #6)",dark
2931,"Edwin A. Abbott, Banesh Hoffmann",1884.0,Flatland: A Romance of Many Dimensions,romantic
2932,Libba Bray,2012.0,"The Diviners (The Diviners, #1)",thoughtful
2933,Tim Tharp,2008.0,The Spectacular Now,thoughtful
2934,"Erich Fromm, Peter D. Kramer, Rainer Funk",1956.0,The Art of Loving,thoughtful
2935,Suzanne Collins,2007.0,"Gregor and the Code of Claw (Underland Chronicles, #5)",thoughtful
2936,Terry Pratchett,1990.0,"Eric (Discworld, #9; Rincewind #4)",thoughtful
2937,"Neil Gaiman, Shawn McManus, Colleen Doran, Bryan Talbot, George Pratt, Stan Woch, Dick Giordano, Todd Klein",1993.0,A Game of You (The Sandman #5),thoughtful
2938,Marian Keyes,2004.0,The Other Side of the Story,thoughtful
2939,Pat Conroy,1975.0,Beach Music,thoughtful
2940,Francine Rivers,1994.0,"An Echo in the Darkness (Mark of the Lion, #2)",thoughtful
2941,Mary E. Pearson,2014.0,"The Kiss of Deception (The Remnant Chronicles, #1)",romantic
2942,James Clavell,1966.0,"Tai-Pan (Asian Saga, #2)",thoughtful
2943,Eleanor Brown,2011.0,The Weird Sisters,thoughtful
2944,Terry Pratchett,2000.0,"The Truth (Discworld, #25; Industrial Revolution, #2)",thoughtful
2945,Tom Perrotta,2011.0,The Leftovers,thoughtful
2946,Mihaly Csikszentmihalyi,1990.0,Flow: The Psychology of Optimal Experience,thoughtful
2947,"Margaret Weis, Tracy Hickman",1985.0,"Dragons of Winter Night (Dragonlance: Chronicles, #2)",adventurous
2948,Portia de Rossi,2010.0,Unbearable Lightness: A Story of Loss and Gain,thoughtful
2949,Lisa Kleypas,2007.0,"Mine Till Midnight (The Hathaways, #1)",dark
2950,"Carl Bernstein, Bob Woodward",1974.0,All the President's Men,tense
2951,Andrea Cremer,2011.0,Wolfsbane (Nightshade #2; Nightshade World #5),dark
2952,"George Eliot, A.S. Byatt",1860.0,The Mill on the Floss,thoughtful
2953,Gary Shteyngart,2010.0,Super Sad True Love Story,romantic
2954,Robin McKinley,1982.0,"The Blue Sword (Damar, #1)",adventurous
2955,J.R. Ward,2013.0,"Lover at Last (Black Dagger Brotherhood, #11)",romantic
2956,"Michelle Rowen, Richelle Mead",2011.0,Vampire Academy: The Ultimate Guide (Vampire Academy),dark
2957,C.S. Lewis,1955.0,Surprised by Joy: The Shape of My Early Life,poignant
2958,Douglas R. Hofstadter,1979.0,"GÃ¶del, Escher, Bach: An Eternal Golden Braid",nostalgic
2959,Tamora Pierce,2004.0,"Trickster's Queen (Daughter of the Lioness, #2)",thoughtful
2960,"Robert Frost, Edward Connery Lathem",1969.0,"The Poetry of Robert Frost (Collected Poems, Complete & Unabridged)",tense
2961,Rodman Philbrick,1993.0,"Freak the Mighty (Freak The Mighty, #1)",thoughtful
2962,Jennifer E. Smith,2013.0,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)",thoughtful
2963,Philip Yancey,1997.0,What's So Amazing About Grace?,thoughtful
2964,Vince Flynn,2012.0,"Kill Shot (Mitch Rapp, #2)",thoughtful
2965,Jean M. Auel,1990.0,"The Plains of Passage (Earth's Children, #4)",thoughtful
2966,Jeff Kinney,2013.0,"Hard Luck (Diary of a Wimpy Kid, #8)",poignant
2967,"Ã…sne Seierstad, Ingrid Christopherson",2002.0,The Bookseller of Kabul,thoughtful
2968,D.J. MacHale,2002.0,"The Merchant of Death (Pendragon, #1)",adventurous
2969,China MiÃ©ville,2009.0,The City & the City,thoughtful
2970,Kathy Reichs,2001.0,"Fatal Voyage (Temperance Brennan, #4)",thoughtful
2971,Ilona Andrews,2009.0,"Magic Strikes (Kate Daniels, #3)",magical
2972,Chelsea M. Cameron,2012.0,"My Favorite Mistake (My Favorite Mistake, #1)",thoughtful
2973,Arthur Hailey,1968.0,Airport,thoughtful
2974,James Patterson,2011.0,"Angel (Maximum Ride, #7)",thoughtful
2975,"Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris",2002.0,Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),nostalgic
2976,"Beverly Cleary, Alan Tiegreen",1975.0,"Ramona the Brave (Ramona, #3)",thoughtful
2977,Timothy Zahn,1993.0,The Last Command,thoughtful
2978,Brandon Sanderson,2012.0,The Emperor's Soul,thoughtful
2979,Stephen King,2008.0,Just After Sunset,dark
2980,Patricia McCormick,2006.0,Sold,nostalgic
2981,James Patterson,2007.0,"Double Cross (Alex Cross, #13)",thoughtful
2982,"Alexander Pushkin, James E. Falen",1833.0,Eugene Onegin,thoughtful
2983,"Amie Kaufman, Meagan Spooner",2013.0,"These Broken Stars (Starbound, #1)",thoughtful
2984,Alison Goodman,2008.0,"Eon: Dragoneye Reborn (Eon, #1)",adventurous
2985,E.L. Konigsburg,1996.0,The View from Saturday,thoughtful
2986,"P.C. Cast, Kristin Cast",2012.0,"Hidden (House of Night, #10)",mysterious
2987,Rachel Hawkins,2012.0,"Spell Bound (Hex Hall, #3)",magical
2988,"Carolyn Keene, Russell H. Tandy, Sara Paretsky",1930.0,"The Secret of the Old Clock (Nancy Drew, #1)",mysterious
2989,Nelson DeMille,1997.0,"Plum Island (John Corey, #1)",adventurous
2990,"Hugh Lofting, Michael Hague",1920.0,"The Story of Doctor Dolittle (Doctor Dolittle, #1)",thoughtful
2991,Jodi Picoult,2003.0,Second Glance,thoughtful
2992,Arnold Lobel,1971.0,"Frog and Toad Together (Frog and Toad, #2)",nostalgic
2993,Shirley Jackson,1948.0,The Lottery,thoughtful
2994,Adriana Trigiani,2000.0,"Big Stone Gap (Big Stone Gap, #1)",thoughtful
2995,Steve Berry,2007.0,"The Alexandria Link (Cotton Malone, #2)",thoughtful
2996,Kelley Armstrong,2011.0,"The Gathering (Darkness Rising, #1)",thoughtful
2997,Richelle Mead,2013.0,"The Fiery Heart (Bloodlines, #4)",romantic
2998,Ilona Andrews,2010.0,"Magic Bleeds (Kate Daniels, #4)",magical
2999,"Isabel Allende, Nick Caistor, Amanda Hopkinson",2015.0,The Japanese Lover,romantic
3000,Terry Pratchett,1997.0,"Jingo (Discworld, #21; City Watch, #4)",thoughtful
3001,Lara Adrian,2007.0,"Kiss of Midnight (Midnight Breed,  #1)",romantic
3002,"D.H. Lawrence, Geoff Dyer",1913.0,Sons and Lovers,romantic
3003,Barbara Taylor Bradford,1979.0,A Woman of Substance (Emma Harte Saga #1),thoughtful
3004,Nicole  Williams,2012.0,"Crash (Crash, #1)",thoughtful
3005,David Baldacci,2013.0,"The Hit (Will Robie, #2)",thoughtful
3006,William Gibson,1986.0,"Count Zero (Sprawl, #2)",thoughtful
3007,Lisa See,2007.0,Peony in Love,romantic
3008,Sarah Ockler,2009.0,Twenty Boy Summer,nostalgic
3009,"Robert T. Kiyosaki, Sharon L. Lechter",1998.0,Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,thoughtful
3010,"Camilla LÃ¤ckberg, Steven T. Murray",2004.0,"The Ice Princess (Patrik HedstrÃ¶m, #1)",thoughtful
3011,Jane Green,2000.0,Bookends,thoughtful
3012,Donna Mabry,2014.0,Maude,thoughtful
3013,John Scalzi,2007.0,The Last Colony (Old Man's War #3),tense
3014,"Laura Joffe Numeroff, Felicia Bond",2002.0,If You Take a Mouse to School,thoughtful
3015,Colleen Hoover,2013.0,"Finding Cinderella (Hopeless, #2.5)",thoughtful
3016,Marian Keyes,1999.0,Last Chance Saloon,thoughtful
3017,Georgia Cates,2013.0,"Beauty from Pain (Beauty, #1)",thoughtful
3018,Mary Higgins Clark,1975.0,Where Are the Children?,thoughtful
3019,Robin McKinley,1984.0,"The Hero and the Crown (Damar, #2)",thoughtful
3020,"Franz Kafka, Jason Baker, Donna Freed",1915.0,The Metamorphosis and Other Stories,thoughtful
3021,Thrity Umrigar,2006.0,The Space Between Us,thoughtful
3022,"Unknown, Burton Raffel, Neil D. Isaacs",1390.0,Sir Gawain and the Green Knight ,dark
3023,Jerome K. Jerome,1889.0,"Three Men in a Boat (Three Men, #1)",thoughtful
3024,Edward Abbey,1968.0,Desert Solitaire,tense
3025,Janet Evanovich,2007.0,"Plum Lovin' (Stephanie Plum, #12.5)",thoughtful
3026,Tom Rath,2007.0,Strengths Finder 2.0,thoughtful
3027,Tom Robbins,1971.0,Another Roadside Attraction,thoughtful
3028,Edward Rutherfurd,1987.0,Sarum: The Novel of England,tense
3029,Sidney Sheldon,1980.0,Rage of Angels,thoughtful
3030,Richelle Mead,2010.0,"Vampire Academy Box Set (Vampire Academy, #1-4)",dark
3031,Alyson Noel,2011.0,"Everlasting (The Immortals, #6)",thoughtful
3032,Bella Forrest,2012.0,"A Shade of Vampire (A Shade of Vampire, #1)",dark
3033,Tom Wolfe,1979.0,The Right Stuff,thoughtful
3034,Madeleine Wickham,2000.0,Cocktails for Three,thoughtful
3035,Tess Gerritsen,2006.0,"Vanish (Rizzoli & Isles, #5)",thoughtful
3036,Christopher Moore,2003.0,"Fluke: Or, I Know Why the Winged Whale Sings",thoughtful
3037,"Edgar Allan Poe, Byron Glaser, Bill D. Fountain",1843.0,The Tell-Tale Heart,romantic
3038,Jean Kwok,2010.0,Girl in Translation,thoughtful
3039,Lauren Oliver,2014.0,"Panic (Panic, #1)",thoughtful
3040,Abbi Glines,2012.0,"Because of Low (Sea Breeze, #2)",thoughtful
3041,"Leonardo da Vinci, H. Anna Suh",1519.0,Leonardo's Notebooks,thoughtful
3042,Kristin Hannah,2003.0,Between Sisters,thoughtful
3043,Blake Crouch,2013.0,"Wayward (Wayward Pines, #2)",tense
3044,"Angie Sage, Mark Zug",2008.0,"Queste (Septimus Heap, #4)",adventurous
3045,Sophie Kinsella,2015.0,Finding Audrey,thoughtful
3046,Mollie Katzen,1977.0,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",thoughtful
3047,Dr. Seuss,1965.0,Fox in Socks,thoughtful
3048,"Orhan Pamuk, ErdaÄŸ M. GÃ¶knar",1998.0,My Name is Red,thoughtful
3049,Carlos Castaneda,1968.0,The Teachings of Don Juan: A Yaqui Way of Knowledge ,thoughtful
3050,David Baldacci,2011.0,"The Sixth Man (Sean King & Michelle Maxwell, #5)",thoughtful
3051,Marcia Brown,1947.0,Stone Soup,thoughtful
3052,Cinda Williams Chima,2006.0,"The Warrior Heir (The Heir Chronicles, #1)",tense
3053,Janet Evanovich,2014.0,"Top Secret Twenty-One (Stephanie Plum, #21)",mysterious
3054,John   Williams,2003.0,Harry Potter and the Chamber of Secrets: Sheet Music for Flute with C.D,mysterious
3055,"Neil Gaiman, Chris Bachalo, Mark Buckingham, Tori Amos",1993.0,Death: The High Cost of Living Collected,poignant
3056,Catherine Marshall,1967.0,Christy,thoughtful
3057,Tahereh Mafi,2012.0,"Destroy Me (Shatter Me, #1.5)",thoughtful
3058,Lisa Gardner,2006.0,"Gone (Quincy & Rainie, #5)",thoughtful
3059,Carol S. Dweck,2006.0,Mindset: The New Psychology of Success,thoughtful
3060,Jude Watson,2009.0,Beyond the Grave (The 39 Clues #4),mysterious
3061,C.S. Lewis,1940.0,The Problem of Pain,thoughtful
3062,"Richard H. Thaler, Cass R. Sunstein",2008.0,"Nudge: Improving Decisions About Health, Wealth, and Happiness",thoughtful
3063,Susan Cooper,1973.0,"The Dark Is Rising (The Dark is Rising, #2)",thoughtful
3064,Jonathan Franzen,2015.0,Purity,thoughtful
3065,"Richard Paige, Dean Koontz",1985.0,The Door to December,thoughtful
3066,James Patterson,2002.0,"Four Blind Mice (Alex Cross, #8)",thoughtful
3067,Kristin Hannah,2009.0,True Colors,thoughtful
3068,Kurt Vonnegut Jr.,1976.0,"Slapstick, or Lonesome No More!",thoughtful
3069,Nassim Nicholas Taleb,2001.0,Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,mysterious
3070,Kate Mosse,2005.0,"Labyrinth (Languedoc, #1)",thoughtful
3071,Joseph J. Ellis,2000.0,Founding Brothers: The Revolutionary Generation,thoughtful
3072,Isaac Asimov,1993.0,Forward the Foundation (Foundation: Prequel #2),tense
3073,Kerstin Gier,2010.0,"Saphirblau (Edelstein-Trilogie, #2)",thoughtful
3074,Lawrence Wright,2013.0,"Going Clear: Scientology, Hollywood, and the Prison of Belief",thoughtful
3075,"Young Kim, Stephenie Meyer",2010.0,"Twilight: The Graphic Novel, Vol. 1 (Twilight: The Graphic Novel, #1)",thoughtful
3076,John Fowles,1969.0,The French Lieutenant's Woman,thoughtful
3077,"Samuel Taylor Coleridge, Gustave DorÃ©",1798.0,The Rime of the Ancient Mariner,thoughtful
3078,"Robert Munsch, Michael Martchenko",1980.0,The Paper Bag Princess,thoughtful
3079,John Steinbeck,1935.0,Tortilla Flat,thoughtful
3080,H. Rider Haggard,1885.0,"King Solomon's Mines (Allan Quatermain, #1)",thoughtful
3081,Tina Reber,2012.0,"Love Unrehearsed (Love, #2)",romantic
3082,"Neil Gaiman, Jill Thompson, Vince Locke, Peter Straub",1994.0,Brief Lives (The Sandman #7),thoughtful
3083,L.J. Smith,2009.0,"Nightfall (The Vampire Diaries: The Return, #1)",dark
3084,Jeanne DuPrau,2004.0,"The People of Sparks (Book of Ember, #2)",thoughtful
3085,"Hermann Hesse, Ursule Molinaro",1930.0,Narcissus and Goldmund,nostalgic
3086,"Neil Gaiman, Bryan Talbot, Stan Woch, P. Craig Russell, Shawn McManus, John Watkiss, Jill Thompson, Duncan Eagleson, Kent Williams, Todd Klein",1990.0,Fables and Reflections (The Sandman #6),romantic
3087,Samantha Shannon,2013.0,"The Bone Season (The Bone Season, #1)",thoughtful
3088,"Charles Dickens, Helen Small, Stephen Wall",1855.0,Little Dorrit,thoughtful
3089,Anthony Horowitz,2003.0,"Eagle Strike (Alex Rider, #4)",thoughtful
3090,Jacqueline Susann,1966.0,Valley of the Dolls,thoughtful
3091,James A. Michener,1965.0,The Source,thoughtful
3092,Dave Eggers,2002.0,You Shall Know Our Velocity!,thoughtful
3093,"Radwa Ashour, Ø±Ø¶ÙˆÙ‰ Ø¹Ø§Ø´ÙˆØ±",1994.0,Ø«Ù„Ø§Ø«ÙŠØ© ØºØ±Ù†Ø§Ø·Ø©,thoughtful
3094,"Michael Rosen, Helen Oxenbury",1989.0,We're Going on a Bear Hunt,thoughtful
3095,Richelle Mead,2009.0,"Vampire Academy Collection (Vampire Academy, #1-3)",dark
3096,David Eddings,1985.0,"Guardians of the West (The Malloreon, #1)",thoughtful
3097,Nora Roberts,2010.0,The Search,thoughtful
3098,"James Patterson, Howard Roughan",2005.0,"Honeymoon (Honeymoon, #1)",tense
3099,Peter F. Hamilton,2004.0,Pandora's Star,thoughtful
3100,Thomas Rockwell,1973.0,How to Eat Fried Worms,thoughtful
3101,"Edgar Allan Poe, Philip Pullman",1845.0,The Raven and other poems,thoughtful
3102,Heather Gudenkauf,2008.0,The Weight of Silence,thoughtful
3103,Neil Gaiman,2015.0,Trigger Warning: Short Fictions and Disturbances,tense
3104,David Herbert Donald,1995.0,Lincoln,thoughtful
3105,Ilona Andrews,2008.0,"Magic Burns (Kate Daniels, #2)",magical
3106,"Graham Greene, Robert  Stone",1955.0,The Quiet American,thoughtful
3107,Katie Ashley,2012.0,"The Proposition (The Proposition, #1)",thoughtful
3108,Patricia Cornwell,1996.0,"Cause of Death (Kay Scarpetta, #7)",poignant
3109,Patrick O'Brian,1969.0,Master and Commander,thoughtful
3110,Akira Toriyama,1985.0,"Dragon Ball, Vol. 1: The Monkey King (Dragon Ball, #1)",adventurous
3111,Alastair Reynolds,2000.0,Revelation Space,nostalgic
3112,"James Patterson, Maxine Paetro",2010.0,"Private (Private, #1)",thoughtful
3113,Janet Evanovich,2009.0,"Wicked Appetite (Lizzy & Diesel, #1)",thoughtful
3114,Rachel RenÃ©e Russell,2009.0,"Tales from a Not-So-Fabulous Life (Dork Diaries, #1)",poignant
3115,Kresley Cole,2006.0,A Hunger Like No Other (Immortals After Dark #2),tense
3116,Beth Revis,2012.0,"A Million Suns (Across the Universe, #2)",thoughtful
3117,Trudi Canavan,2002.0,"The High Lord (Black Magician Trilogy, #3)",magical
3118,Amy Tan,2013.0,The Valley of Amazement,thoughtful
